order_id,cust_id,prod_id,quantity,order_date
121859,4450,28,4,2023-10-16
121860,4971,60,4,2023-07-31
121861,1275,57,1,2023-07-24
121862,1216,77,2,2023-08-29
121863,2434,28,1,2023-04-07
121864,4864,24,1,2023-03-05
121865,3440,63,3,2023-01-08
121866,434,16,4,2023-12-05
121867,4351,11,2,2023-02-24
121868,2248,70,3,2023-12-19
121869,916,87,3,2023-12-28
121870,3031,93,3,2023-07-13
121871,1070,89,4,2023-02-06
121872,4160,27,5,2023-06-22
121873,1170,62,4,2023-01-07
121874,1087,76,3,2023-11-24
121875,2612,55,3,2023-03-11
121876,1752,21,2,2023-05-17
121877,2395,91,2,2023-08-27
121878,2824,99,5,2023-11-20
121879,794,47,4,2023-07-17
121880,110,63,3,2023-02-15
121881,984,94,2,2023-09-25
121882,3332,31,5,2023-12-19
121883,4678,58,2,2023-02-06
121884,453,7,5,2023-10-28
121885,3641,60,2,2023-10-07
121886,1686,18,2,2023-08-11
121887,679,91,3,2023-10-20
121888,4800,72,4,2023-10-30
121889,1147,13,2,2023-11-01
121890,1050,13,4,2023-11-01
121891,2840,13,1,2023-11-01
121892,607,23,3,2023-03-08
121893,1033,1,1,2023-07-15
121894,604,58,1,2023-11-23
121895,1842,31,4,2023-04-29
121896,13,70,2,2023-07-23
121897,1411,79,5,2023-04-14
121898,1032,60,4,2023-01-13
121899,4990,36,3,2023-06-30
121900,1321,43,2,2023-03-28
121901,2144,34,5,2023-09-23
121902,4986,29,3,2023-10-30
121903,2118,9,2,2023-03-25
121904,3092,84,2,2023-05-19
121905,3896,11,1,2023-05-27
121906,529,94,4,2023-03-16
121907,4535,65,3,2023-11-01
121908,4644,39,2,2023-01-29
121909,1231,41,4,2023-01-05
121910,3174,86,2,2023-07-03
121911,3740,6,1,2023-11-10
121912,1115,36,1,2023-09-21
121913,1936,35,4,2023-07-08
121914,3606,96,1,2023-05-08
121915,2484,71,2,2023-08-09
121916,3610,61,2,2023-05-23
121917,2569,94,5,2023-05-20
121918,3535,85,5,2023-07-01
121919,1267,6,2,2023-01-24
121920,2562,44,1,2023-11-19
121921,4401,39,1,2023-12-06
121922,3727,13,5,2023-02-04
121923,2145,86,2,2023-02-27
121924,4664,78,4,2023-03-28
121925,4701,10,5,2023-03-02
121926,4618,85,4,2023-11-23
121927,3842,90,2,2023-07-15
121928,3640,32,2,2023-11-19
121929,500,53,2,2023-02-25
121930,3232,34,3,2023-10-09
121931,4508,18,3,2023-11-03
121932,298,82,2,2023-11-08
121933,1028,94,4,2023-09-14
121934,1662,21,5,2023-08-11
121935,4221,11,5,2023-02-03
121936,4793,57,4,2023-01-04
121937,1193,34,2,2023-02-06
121938,4296,76,2,2023-04-20
121939,3850,12,3,2023-11-07
121940,172,100,1,2023-05-30
121941,463,94,4,2023-08-03
121942,779,34,1,2023-10-11
121943,3903,85,2,2023-07-08
121944,4025,75,2,2023-02-04
121945,3439,37,2,2023-10-11
121946,709,25,5,2023-10-07
121947,819,93,5,2023-12-01
121948,4635,85,1,2023-11-02
121949,2995,20,3,2023-07-13
121950,4403,97,5,2023-02-03
121951,213,22,3,2023-01-26
121952,4677,40,1,2023-04-15
121953,2247,45,4,2023-08-05
121954,299,39,3,2023-03-03
121955,2875,10,4,2023-11-29
121956,1596,46,2,2023-05-05
121957,966,98,2,2023-06-13
121958,2678,88,5,2023-04-05
121959,1320,74,3,2023-11-23
121960,606,38,4,2023-04-19
121961,3320,100,5,2023-10-24
121962,4173,45,3,2023-12-24
121963,1875,77,4,2023-04-05
121964,3782,100,5,2023-12-24
121965,4358,31,5,2023-03-29
121966,3697,13,1,2023-10-21
121967,4072,37,5,2023-06-11
121968,2367,3,2,2023-12-14
121969,1964,55,2,2023-11-27
121970,4010,61,5,2023-11-18
121971,2577,32,5,2023-10-16
121972,338,67,3,2023-12-07
121973,2088,53,5,2023-12-03
121974,3762,75,4,2023-02-15
121975,1516,71,2,2023-09-13
121976,1514,89,5,2023-05-25
121977,3014,95,3,2023-05-09
121978,2192,69,4,2023-12-27
121979,3034,14,1,2023-10-12
121980,3389,63,2,2023-08-27
121981,1809,64,1,2023-10-01
121982,1790,2,1,2023-11-30
121983,2301,62,3,2023-08-19
121984,630,18,4,2023-04-22
121985,3214,37,5,2023-02-08
121986,4753,39,3,2023-04-14
121987,711,25,4,2023-12-13
121988,2726,46,5,2023-01-29
121989,1688,25,5,2023-06-23
121990,3092,19,4,2023-06-05
121991,4768,100,2,2023-09-04
121992,4274,64,4,2023-07-31
121993,4629,46,1,2023-11-11
121994,4007,96,5,2023-10-08
121995,3719,98,4,2023-12-02
121996,278,94,3,2023-06-26
121997,4653,55,5,2023-07-09
121998,1756,82,4,2023-01-20
121999,3455,3,2,2023-01-01
122000,880,71,1,2023-12-03
122001,1518,35,3,2023-05-04
122002,3796,42,5,2023-11-26
122003,2878,74,3,2023-12-31
122004,2,100,5,2023-02-08
122005,720,55,2,2023-05-30
122006,1025,26,4,2023-04-30
122007,2082,13,1,2023-05-01
122008,913,25,4,2023-04-24
122009,98,21,5,2023-06-18
122010,3147,41,3,2023-11-30
122011,1801,42,2,2023-06-04
122012,2810,14,1,2023-10-24
122013,3942,81,3,2023-07-23
122014,716,14,4,2023-08-07
122015,761,54,3,2023-01-24
122016,1782,2,1,2023-12-16
122017,3153,53,3,2023-01-25
122018,3697,4,5,2023-01-29
122019,548,7,1,2023-04-01
122020,109,52,1,2023-06-05
122021,2543,58,2,2023-03-02
122022,4044,58,1,2023-02-02
122023,2139,71,2,2023-04-07
122024,1376,66,1,2023-12-10
122025,3144,49,3,2023-08-20
122026,3040,71,5,2023-02-12
122027,2009,59,3,2023-12-21
122028,4942,17,4,2023-05-28
122029,2565,38,4,2023-07-01
122030,1919,83,3,2023-06-14
122031,4235,57,1,2023-11-18
122032,931,77,2,2023-09-14
122033,3653,46,2,2023-08-29
122034,4,6,3,2023-03-06
122035,2048,95,3,2023-02-08
122036,3341,2,2,2023-10-30
122037,3059,16,4,2023-08-26
122038,3439,8,3,2023-02-03
122039,691,1,4,2023-08-27
122040,2824,83,5,2023-02-01
122041,1693,87,1,2023-11-16
122042,4064,20,4,2023-08-29
122043,391,40,5,2023-07-10
122044,1395,29,5,2023-08-12
122045,342,14,2,2023-09-21
122046,3889,15,4,2023-12-05
122047,1593,24,2,2023-03-08
122048,385,1,1,2023-08-10
122049,4293,30,1,2023-08-15
122050,1898,75,4,2023-07-21
122051,1544,27,2,2023-09-08
122052,2732,70,1,2023-04-09
122053,3970,50,5,2023-03-06
122054,356,69,3,2023-08-15
122055,932,15,4,2023-01-01
122056,1516,55,5,2023-02-06
122057,1856,49,2,2023-12-04
122058,3080,83,3,2023-07-10
122059,4209,6,2,2023-04-25
122060,971,20,1,2023-09-02
122061,3442,55,4,2023-02-27
122062,2987,79,4,2023-08-24
122063,1621,49,4,2023-01-22
122064,2605,50,3,2023-02-11
122065,2606,86,4,2023-06-15
122066,2263,51,4,2023-07-01
122067,2053,22,1,2023-02-26
122068,3833,53,1,2023-09-17
122069,2497,2,4,2023-04-09
122070,545,85,4,2023-12-23
122071,4284,42,2,2023-06-29
122072,3034,55,2,2023-05-20
122073,2903,39,2,2023-04-27
122074,1856,9,1,2023-05-25
122075,713,32,3,2023-09-08
122076,668,100,4,2023-09-04
122077,1400,74,3,2023-11-16
122078,3437,43,2,2023-04-09
122079,1296,72,3,2023-03-14
122080,1253,37,2,2023-08-12
122081,1602,59,2,2023-09-08
122082,3932,26,1,2023-04-14
122083,3797,54,2,2023-02-16
122084,4827,23,2,2023-07-18
122085,2196,96,1,2023-06-12
122086,3118,22,4,2023-08-15
122087,1255,49,2,2023-01-04
122088,2888,57,1,2023-02-16
122089,71,64,3,2023-10-27
122090,2640,51,2,2023-01-20
122091,2682,71,4,2023-06-09
122092,4606,44,4,2023-11-10
122093,1149,76,4,2023-08-19
122094,1450,67,4,2023-07-09
122095,4227,37,2,2023-06-14
122096,381,16,2,2023-05-22
122097,1861,55,4,2023-09-08
122098,3300,48,2,2023-12-13
122099,3273,91,5,2023-06-14
122100,1888,23,5,2023-03-29
122101,2822,36,4,2023-07-25
122102,1157,39,1,2023-05-26
122103,2124,44,1,2023-02-12
122104,297,92,4,2023-03-29
122105,659,65,3,2023-07-21
122106,4104,65,2,2023-11-18
122107,749,14,1,2023-03-09
122108,3196,75,2,2023-04-16
122109,1926,54,2,2023-02-17
122110,3074,46,2,2023-12-15
122111,4212,44,4,2023-02-09
122112,3841,33,3,2023-05-05
122113,1671,99,3,2023-03-15
122114,475,77,5,2023-04-07
122115,2579,76,4,2023-03-13
122116,2215,63,1,2023-01-13
122117,2630,86,2,2023-01-31
122118,4812,43,1,2023-03-06
122119,376,42,4,2023-01-18
122120,2181,45,5,2023-12-11
122121,3996,96,2,2023-10-27
122122,3072,97,3,2023-06-06
122123,3898,56,5,2023-04-11
122124,2036,15,2,2023-11-17
122125,3100,73,2,2023-10-07
122126,15,100,4,2023-05-27
122127,1738,15,2,2023-05-16
122128,1547,36,3,2023-01-09
122129,2742,95,3,2023-08-16
122130,2480,27,3,2023-11-16
122131,1921,47,4,2023-10-31
122132,1956,69,2,2023-10-04
122133,4611,86,1,2023-04-07
122134,1234,1,3,2023-11-29
122135,4594,35,2,2023-06-30
122136,1149,8,3,2023-01-22
122137,2715,19,5,2023-02-21
122138,3186,91,5,2023-03-05
122139,4774,85,4,2023-07-10
122140,4098,34,3,2023-08-09
122141,160,16,2,2023-10-25
122142,2253,98,4,2023-06-05
122143,3224,90,1,2023-10-17
122144,3760,14,4,2023-12-09
122145,962,94,2,2023-04-05
122146,1505,62,2,2023-01-11
122147,566,55,1,2023-02-12
122148,2072,72,3,2023-04-07
122149,4724,41,3,2023-10-01
122150,4937,34,1,2023-09-30
122151,79,9,4,2023-08-22
122152,2200,59,1,2023-08-01
122153,889,70,1,2023-06-11
122154,1328,16,5,2023-04-03
122155,3485,7,2,2023-08-24
122156,2036,100,4,2023-07-07
122157,1773,13,1,2023-03-17
122158,2208,33,1,2023-07-07
122159,4923,20,5,2023-05-31
122160,3423,82,1,2023-08-20
122161,4164,17,4,2023-05-15
122162,3303,27,4,2023-10-01
122163,3892,66,5,2023-05-27
122164,1966,68,3,2023-03-21
122165,1636,11,4,2023-05-31
122166,21,66,4,2023-10-10
122167,487,91,2,2023-07-30
122168,4799,65,1,2023-01-05
122169,2874,12,1,2023-03-11
122170,868,48,5,2023-03-11
122171,2331,41,2,2023-02-02
122172,4552,1,5,2023-08-25
122173,3317,9,4,2023-11-20
122174,269,93,2,2023-03-05
122175,4805,38,4,2023-12-07
122176,2022,18,1,2023-09-05
122177,1148,85,1,2023-04-18
122178,2520,60,4,2023-12-25
122179,555,19,5,2023-06-04
122180,3084,54,4,2023-04-17
122181,280,94,2,2023-11-28
122182,2825,12,3,2023-03-05
122183,151,76,2,2023-02-23
122184,2794,35,2,2023-03-07
122185,3707,90,5,2023-03-21
122186,1095,15,5,2023-06-11
122187,2745,32,5,2023-01-26
122188,1085,42,4,2023-05-28
122189,4505,9,4,2023-01-30
122190,826,26,2,2023-10-18
122191,3576,19,4,2023-06-01
122192,2715,84,3,2023-03-23
122193,3719,74,3,2023-09-18
122194,413,2,5,2023-09-18
122195,1517,94,2,2023-12-23
122196,3688,14,4,2023-09-11
122197,1626,86,2,2023-12-29
122198,4159,48,5,2023-09-18
122199,4755,22,1,2023-02-11
122200,3432,60,5,2023-08-15
122201,4162,66,3,2023-07-26
122202,2339,51,2,2023-03-13
122203,927,66,3,2023-06-21
122204,719,13,5,2023-03-03
122205,1132,87,5,2023-11-01
122206,4200,66,1,2023-01-30
122207,189,89,2,2023-03-27
122208,2764,58,4,2023-03-13
122209,3068,96,4,2023-04-21
122210,897,36,5,2023-12-26
122211,444,96,4,2023-02-17
122212,1867,27,5,2023-09-30
122213,2869,16,5,2023-10-11
122214,2271,15,3,2023-09-19
122215,1681,47,5,2023-03-27
122216,216,43,1,2023-06-01
122217,1185,6,2,2023-06-25
122218,2586,94,2,2023-03-28
122219,407,39,5,2023-06-01
122220,1464,84,3,2023-09-25
122221,2612,46,1,2023-09-10
122222,1464,20,3,2023-06-27
122223,3208,26,1,2023-06-01
122224,4347,77,2,2023-07-08
122225,169,13,5,2023-06-22
122226,4668,79,2,2023-11-12
122227,3713,5,5,2023-06-11
122228,2004,75,4,2023-07-30
122229,2468,42,1,2023-04-18
122230,2232,13,4,2023-01-13
122231,20,64,3,2023-01-19
122232,194,70,4,2023-09-02
122233,1327,1,5,2023-09-09
122234,646,59,1,2023-11-15
122235,4936,95,4,2023-03-07
122236,4167,4,2,2023-06-27
122237,2238,53,2,2023-04-03
122238,2980,47,4,2023-11-13
122239,4474,50,5,2023-12-16
122240,379,29,1,2023-09-23
122241,3161,99,4,2023-10-20
122242,3493,49,2,2023-04-21
122243,3055,95,4,2023-12-19
122244,4759,50,5,2023-03-19
122245,3844,45,2,2023-12-04
122246,973,17,5,2023-09-13
122247,3395,6,4,2023-12-08
122248,568,75,3,2023-12-17
122249,4931,80,5,2023-11-27
122250,778,35,5,2023-10-28
122251,4512,19,3,2023-04-11
122252,2565,1,4,2023-06-04
122253,4674,84,1,2023-03-02
122254,3820,6,2,2023-08-04
122255,425,55,3,2023-06-21
122256,1654,100,1,2023-12-29
122257,1401,57,5,2023-03-28
122258,1720,8,4,2023-12-21
122259,2338,13,1,2023-05-13
122260,1791,9,4,2023-01-09
122261,4664,5,4,2023-04-28
122262,2445,18,2,2023-01-21
122263,4832,71,3,2023-11-02
122264,1564,65,1,2023-07-10
122265,4448,63,5,2023-07-11
122266,1917,4,5,2023-07-09
122267,96,44,4,2023-10-31
122268,4449,86,5,2023-08-08
122269,2251,64,5,2023-09-09
122270,3003,28,5,2023-05-02
122271,4470,94,5,2023-07-10
122272,2215,83,3,2023-07-02
122273,4217,68,3,2023-06-16
122274,703,10,4,2023-08-17
122275,554,64,5,2023-07-31
122276,2772,1,2,2023-01-18
122277,3006,50,5,2023-10-03
122278,4877,6,4,2023-05-01
122279,3582,92,2,2023-06-14
122280,1635,4,1,2023-02-16
122281,872,61,1,2023-04-11
122282,1712,37,2,2023-08-14
122283,657,72,3,2023-11-07
122284,1244,49,5,2023-07-01
122285,3882,73,4,2023-06-05
122286,89,91,4,2023-04-19
122287,3190,99,1,2023-04-12
122288,4530,72,3,2023-07-03
122289,613,2,4,2023-06-15
122290,3924,82,4,2023-05-30
122291,1127,14,1,2023-07-29
122292,3432,43,3,2023-06-23
122293,3549,82,2,2023-04-29
122294,2859,52,2,2023-04-25
122295,4447,55,4,2023-05-27
122296,1493,99,4,2023-05-30
122297,1094,33,5,2023-01-15
122298,3014,68,4,2023-07-26
122299,1342,21,3,2023-07-18
122300,1172,9,3,2023-06-21
122301,2490,66,1,2023-07-04
122302,991,57,2,2023-10-28
122303,3646,12,1,2023-03-26
122304,4347,63,5,2023-01-17
122305,2683,57,5,2023-11-18
122306,1049,31,2,2023-12-14
122307,4031,70,2,2023-06-10
122308,2710,80,1,2023-05-03
122309,3280,73,3,2023-01-27
122310,2371,89,4,2023-04-07
122311,2225,87,1,2023-11-25
122312,1393,60,5,2023-02-02
122313,2794,86,5,2023-04-04
122314,581,42,2,2023-11-10
122315,4657,42,3,2023-11-14
122316,176,5,2,2023-06-29
122317,3044,54,4,2023-12-16
122318,2941,79,4,2023-06-03
122319,3815,97,5,2023-04-18
122320,4448,55,3,2023-06-27
122321,2910,33,2,2023-12-19
122322,1601,50,5,2023-10-29
122323,4451,16,4,2023-04-07
122324,3196,31,5,2023-06-17
122325,2773,12,4,2023-12-15
122326,4056,24,2,2023-03-10
122327,1442,56,1,2023-09-26
122328,4111,64,1,2023-03-06
122329,1085,18,5,2023-12-07
122330,569,88,1,2023-11-28
122331,2316,57,5,2023-03-01
122332,663,29,3,2023-09-24
122333,4844,4,5,2023-01-19
122334,3035,34,5,2023-01-15
122335,1389,38,5,2023-08-12
122336,3964,41,5,2023-03-31
122337,3992,5,5,2023-09-13
122338,3944,86,3,2023-07-24
122339,3512,40,2,2023-01-29
122340,494,90,4,2023-07-04
122341,331,73,4,2023-02-06
122342,3435,13,1,2023-06-08
122343,3178,51,2,2023-11-11
122344,1959,24,2,2023-07-27
122345,2572,70,1,2023-09-29
122346,3555,78,2,2023-09-12
122347,4398,24,3,2023-03-05
122348,2398,86,4,2023-05-05
122349,3240,66,1,2023-09-30
122350,4090,58,4,2023-12-16
122351,3618,24,3,2023-11-03
122352,504,19,1,2023-08-12
122353,1262,92,2,2023-12-08
122354,2533,72,4,2023-10-17
122355,2145,100,4,2023-05-29
122356,1942,69,2,2023-11-20
122357,3332,41,3,2023-10-03
122358,288,97,3,2023-11-08
122359,1077,19,1,2023-02-06
122360,2120,5,5,2023-01-16
122361,2031,44,3,2023-04-11
122362,771,12,3,2023-12-15
122363,1810,90,2,2023-10-24
122364,4405,91,5,2023-12-15
122365,1598,26,4,2023-12-24
122366,2848,41,4,2023-07-24
122367,206,15,1,2023-04-05
122368,3233,64,3,2023-11-04
122369,1222,43,2,2023-09-09
122370,4223,20,2,2023-01-15
122371,3362,52,4,2023-07-27
122372,3731,80,4,2023-08-30
122373,1879,90,5,2023-10-21
122374,1688,69,2,2023-07-27
122375,3165,75,5,2023-11-06
122376,3834,92,4,2023-04-15
122377,1692,96,5,2023-01-03
122378,3765,10,3,2023-07-30
122379,569,37,5,2023-10-05
122380,486,73,2,2023-10-03
122381,2453,22,2,2023-07-09
122382,2171,79,3,2023-04-19
122383,1611,59,4,2023-10-19
122384,4748,5,5,2023-01-19
122385,1640,41,3,2023-01-26
122386,46,31,3,2023-07-05
122387,1730,92,3,2023-07-03
122388,4031,63,2,2023-04-13
122389,3867,87,2,2023-11-20
122390,2406,87,5,2023-05-29
122391,3579,91,4,2023-08-12
122392,4129,53,2,2023-10-15
122393,2640,2,1,2023-01-14
122394,3692,66,3,2023-02-13
122395,4929,29,5,2023-02-28
122396,846,98,3,2023-08-17
122397,2816,88,2,2023-06-17
122398,2194,99,3,2023-06-03
122399,1423,85,4,2023-10-19
122400,75,42,3,2023-06-18
122401,2908,5,4,2023-03-23
122402,3536,38,5,2023-01-27
122403,1527,66,5,2023-06-18
122404,4453,63,5,2023-07-30
122405,4111,28,3,2023-02-26
122406,2661,49,1,2023-07-08
122407,4594,7,5,2023-01-02
122408,3745,33,3,2023-08-31
122409,2474,41,4,2023-08-21
122410,551,49,3,2023-01-22
122411,325,39,1,2023-04-30
122412,481,83,1,2023-09-24
122413,1870,53,1,2023-06-16
122414,854,63,2,2023-03-03
122415,586,51,2,2023-03-31
122416,914,22,4,2023-07-04
122417,3378,88,4,2023-11-30
122418,4813,69,5,2023-09-12
122419,81,74,1,2023-01-22
122420,1790,38,2,2023-04-19
122421,1948,85,4,2023-09-28
122422,614,83,5,2023-08-09
122423,3598,15,5,2023-05-10
122424,96,93,3,2023-05-01
122425,1550,37,3,2023-11-27
122426,4136,58,2,2023-08-16
122427,4829,62,2,2023-06-19
122428,3503,18,2,2023-10-30
122429,1192,15,2,2023-05-23
122430,1595,99,1,2023-06-12
122431,935,74,4,2023-03-02
122432,1234,49,4,2023-02-18
122433,3584,27,4,2023-04-03
122434,820,89,2,2023-01-23
122435,2227,99,2,2023-04-08
122436,1878,36,5,2023-09-27
122437,2639,81,3,2023-02-11
122438,1387,10,5,2023-11-15
122439,3613,17,4,2023-04-20
122440,2600,9,4,2023-05-16
122441,4893,7,4,2023-08-28
122442,141,13,5,2023-07-01
122443,2745,70,2,2023-08-03
122444,1556,36,1,2023-11-07
122445,1211,10,5,2023-11-17
122446,1537,76,5,2023-11-06
122447,2474,21,1,2023-12-07
122448,4211,30,5,2023-04-18
122449,2156,6,4,2023-07-30
122450,4960,98,5,2023-01-06
122451,2059,26,3,2023-12-12
122452,4631,51,4,2023-01-05
122453,4566,13,2,2023-03-26
122454,626,30,3,2023-06-19
122455,4228,89,4,2023-12-02
122456,4155,40,5,2023-07-01
122457,1560,67,5,2023-08-17
122458,2998,57,4,2023-06-17
122459,1008,51,2,2023-07-03
122460,1334,85,3,2023-11-14
122461,3514,85,2,2023-07-07
122462,993,98,4,2023-01-25
122463,3803,50,3,2023-04-22
122464,3035,18,5,2023-04-20
122465,1042,94,2,2023-04-10
122466,1442,17,2,2023-09-29
122467,1121,23,4,2023-11-07
122468,2310,6,3,2023-03-16
122469,2528,56,5,2023-12-18
122470,1619,1,2,2023-04-29
122471,749,8,5,2023-12-06
122472,1685,72,4,2023-03-04
122473,1444,25,4,2023-12-19
122474,4717,15,2,2023-10-02
122475,4958,32,2,2023-06-07
122476,2028,26,1,2023-01-18
122477,2679,88,1,2023-08-29
122478,3217,91,2,2023-05-27
122479,3915,5,1,2023-11-13
122480,2596,72,1,2023-10-04
122481,3334,91,5,2023-12-29
122482,4088,37,4,2023-08-14
122483,1442,91,4,2023-05-03
122484,1590,80,1,2023-10-27
122485,3159,32,4,2023-09-07
122486,3643,9,3,2023-11-23
122487,3783,27,5,2023-02-11
122488,3816,29,4,2023-11-12
122489,1220,61,1,2023-04-02
122490,734,83,2,2023-04-15
122491,1015,7,2,2023-11-23
122492,586,24,4,2023-02-11
122493,2045,80,2,2023-09-23
122494,4699,96,4,2023-01-21
122495,2973,71,4,2023-10-18
122496,1023,25,5,2023-07-20
122497,2165,49,5,2023-10-28
122498,1097,18,4,2023-04-20
122499,1038,87,4,2023-09-20
122500,2351,48,3,2023-08-21
122501,4685,89,1,2023-01-09
122502,72,69,3,2023-08-05
122503,3624,91,5,2023-10-09
122504,1196,84,1,2023-11-27
122505,2198,39,4,2023-08-19
122506,1051,52,1,2023-07-05
122507,964,36,3,2023-08-10
122508,4326,99,3,2023-01-23
122509,783,46,4,2023-10-15
122510,1522,26,5,2023-03-07
122511,4854,37,3,2023-09-16
122512,4091,43,3,2023-11-21
122513,692,93,5,2023-06-07
122514,1192,21,1,2023-02-01
122515,4557,11,4,2023-02-26
122516,3661,2,1,2023-09-17
122517,4796,70,1,2023-03-10
122518,3924,15,2,2023-06-20
122519,2553,1,2,2023-07-11
122520,3435,67,3,2023-03-25
122521,1957,20,5,2023-10-03
122522,492,5,2,2023-05-03
122523,1333,71,1,2023-09-01
122524,2205,27,3,2023-11-26
122525,3183,77,1,2023-12-03
122526,4405,29,5,2023-09-25
122527,2163,15,1,2023-02-18
122528,4312,35,4,2023-12-13
122529,4109,21,1,2023-02-19
122530,3755,13,4,2023-04-10
122531,3545,53,5,2023-03-25
122532,1321,77,2,2023-07-14
122533,329,13,3,2023-09-24
122534,1135,27,1,2023-10-28
122535,3749,97,1,2023-11-18
122536,562,80,2,2023-06-14
122537,2379,9,1,2023-09-07
122538,83,11,4,2023-01-27
122539,1871,47,2,2023-03-18
122540,2969,12,3,2023-03-03
122541,4210,48,1,2023-06-23
122542,657,99,1,2023-06-25
122543,306,26,3,2023-03-23
122544,1900,87,2,2023-07-07
122545,4363,68,2,2023-07-24
122546,2511,30,4,2023-06-28
122547,4254,46,4,2023-04-25
122548,4864,5,2,2023-08-03
122549,2087,10,1,2023-10-12
122550,4050,6,1,2023-04-18
122551,1281,12,4,2023-03-01
122552,4605,59,4,2023-11-04
122553,2498,96,2,2023-01-06
122554,4952,16,2,2023-11-11
122555,125,20,4,2023-11-23
122556,1796,94,1,2023-06-10
122557,3063,60,2,2023-09-18
122558,1806,62,1,2023-06-24
122559,734,6,2,2023-06-18
122560,416,67,3,2023-08-22
122561,3411,58,3,2023-04-21
122562,1765,48,3,2023-08-19
122563,2638,43,5,2023-05-07
122564,4071,76,2,2023-11-14
122565,2628,69,2,2023-04-17
122566,317,24,3,2023-09-14
122567,1966,78,3,2023-08-01
122568,3829,15,3,2023-05-16
122569,4996,42,1,2023-09-25
122570,4209,98,3,2023-06-14
122571,472,3,4,2023-06-10
122572,337,27,3,2023-12-13
122573,4141,7,3,2023-12-11
122574,2365,9,4,2023-01-30
122575,2337,61,1,2023-11-11
122576,1252,11,1,2023-08-24
122577,474,14,5,2023-10-24
122578,807,26,4,2023-07-10
122579,2273,20,3,2023-06-30
122580,645,63,5,2023-05-08
122581,2611,1,4,2023-02-22
122582,2396,41,5,2023-08-17
122583,704,43,1,2023-12-30
122584,2643,85,2,2023-11-04
122585,2096,64,1,2023-10-07
122586,3644,70,3,2023-11-24
122587,1515,88,2,2023-11-09
122588,1001,91,1,2023-12-18
122589,3910,23,3,2023-10-09
122590,4528,62,5,2023-04-10
122591,2271,69,3,2023-02-16
122592,4321,21,2,2023-05-12
122593,1169,3,3,2023-01-25
122594,1932,17,3,2023-11-11
122595,2927,18,5,2023-09-14
122596,920,75,2,2023-07-16
122597,577,50,1,2023-12-09
122598,3445,93,4,2023-06-25
122599,2354,84,1,2023-06-23
122600,4518,98,4,2023-02-14
122601,2513,92,4,2023-01-30
122602,216,25,1,2023-05-23
122603,2620,53,4,2023-05-23
122604,812,67,3,2023-04-12
122605,3724,12,3,2023-07-30
122606,3286,29,3,2023-04-16
122607,3712,31,4,2023-09-05
122608,69,64,2,2023-04-11
122609,1494,36,1,2023-09-11
122610,3150,82,2,2023-12-16
122611,956,20,3,2023-02-22
122612,1004,38,1,2023-10-16
122613,257,90,5,2023-08-28
122614,4113,55,5,2023-01-13
122615,1338,92,1,2023-11-13
122616,141,21,4,2023-04-16
122617,4563,97,3,2023-04-14
122618,4766,59,1,2023-10-20
122619,1534,33,1,2023-12-28
122620,2315,41,3,2023-08-14
122621,4296,38,3,2023-07-22
122622,1980,3,1,2023-07-15
122623,3593,41,3,2023-07-17
122624,4571,100,3,2023-02-03
122625,2851,26,3,2023-03-30
122626,4197,92,4,2023-05-07
122627,2691,78,3,2023-11-16
122628,4085,29,4,2023-11-03
122629,1833,72,1,2023-06-02
122630,2780,27,4,2023-03-10
122631,4345,67,1,2023-05-24
122632,1327,9,1,2023-01-16
122633,2455,18,3,2023-01-05
122634,1897,100,3,2023-03-30
122635,449,12,5,2023-09-08
122636,3997,65,2,2023-09-01
122637,1070,29,3,2023-12-18
122638,2727,96,5,2023-03-05
122639,3227,6,5,2023-08-07
122640,3007,89,2,2023-07-06
122641,772,40,1,2023-03-18
122642,4502,80,2,2023-12-06
122643,1025,60,5,2023-07-25
122644,3717,99,3,2023-04-28
122645,4965,17,1,2023-11-12
122646,3540,5,5,2023-04-26
122647,3768,71,5,2023-05-28
122648,2945,47,2,2023-12-15
122649,3639,54,4,2023-02-28
122650,3913,45,5,2023-01-05
122651,2273,38,4,2023-05-18
122652,4144,68,5,2023-02-17
122653,2221,63,2,2023-10-04
122654,586,77,2,2023-04-02
122655,2632,100,5,2023-01-11
122656,4392,96,1,2023-03-27
122657,2973,92,1,2023-06-11
122658,968,28,4,2023-01-03
122659,1618,29,4,2023-09-06
122660,4039,4,2,2023-08-30
122661,479,97,2,2023-02-04
122662,1099,72,4,2023-02-12
122663,1296,94,1,2023-04-30
122664,2856,70,1,2023-03-17
122665,1735,62,4,2023-04-01
122666,1482,39,5,2023-08-21
122667,4330,99,4,2023-06-03
122668,3545,92,3,2023-08-31
122669,891,23,5,2023-11-20
122670,277,83,1,2023-02-06
122671,3468,41,5,2023-11-28
122672,1065,17,4,2023-09-07
122673,3917,76,2,2023-11-08
122674,4091,97,4,2023-12-27
122675,3760,97,5,2023-03-19
122676,433,68,1,2023-11-05
122677,3329,66,2,2023-08-01
122678,243,31,1,2023-09-15
122679,272,77,2,2023-03-28
122680,318,37,5,2023-10-23
122681,3438,21,2,2023-08-22
122682,1299,48,4,2023-10-27
122683,4471,13,5,2023-01-17
122684,3881,53,4,2023-11-23
122685,586,33,1,2023-06-25
122686,1708,19,4,2023-08-28
122687,181,69,5,2023-12-24
122688,1785,72,2,2023-06-07
122689,1086,16,5,2023-02-27
122690,3884,76,5,2023-09-10
